City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,guelph,43.5501,-80.2497,2.35,92,100,1.54,CA,1699774411
362,jerome,42.7241,-114.5186,6.71,56,0,2.57,US,1699774411
363,kuytun,54.3419,101.5036,-6.89,76,56,0.15,RU,1699774411
364,newman,37.3138,-121.0208,10.16,62,13,0.81,US,1699774411
365,pizarro,4.9533,-77.366,24.9,94,100,2.73,CO,1699774411
366,polyarnyy,69.1989,33.4478,-6.98,97,64,3.28,RU,1699774412
367,sinabang,2.4803,96.3801,28.22,75,98,3.09,ID,1699774412
368,karuri,-0.7,37.1833,24.86,65,60,2.31,KE,1699774413
369,ilomantsi,62.6716,30.9328,-1.28,81,100,5.94,FI,1699774413
370,howard springs,-12.497,131.047,33.95,52,37,4.57,AU,1699774413
371,griffith,41.5284,-87.4237,7.16,62,100,3.09,US,1699774413
372,sorong,-0.8833,131.25,29.77,72,100,4.38,ID,1699774414
373,polyany,54.7122,39.8231,5.27,92,100,8.12,RU,1699774414
374,benghazi,32.1167,20.0667,22.58,54,27,2.59,LY,1699774415
375,villamontes,-21.25,-63.5,26.23,54,53,1.68,BO,1699774415
376,alegrete,-29.7831,-55.7919,23.63,95,88,6.81,BR,1699774415
377,tocopilla,-22.092,-70.1979,18.16,76,31,3.19,CL,1699774415
378,kolpashevo,58.3131,82.9089,0.62,99,100,2.68,RU,1699774418
379,labytnangi,66.6572,66.4183,-3.89,91,100,3.55,RU,1699774418
380,turkmenbasy,40.0222,52.9552,20.43,32,0,5.14,TM,1699774419
381,karaidel',55.8337,56.9069,3.39,79,88,2.47,RU,1699774419
382,qui nhon,13.7667,109.2333,27.38,82,99,4.87,VN,1699774153
383,machico,32.7,-16.7667,21.11,88,40,2.06,PT,1699774420
384,trondheim,63.4305,10.3951,2.05,82,26,3.87,NO,1699774420
385,monrovia,6.3005,-10.7969,23.87,87,20,2.14,LR,1699774420
386,crane,31.3974,-102.3501,12.49,84,100,2.07,US,1699774420
387,dzhalagash,45.0833,64.6667,8.09,52,98,7.75,KZ,1699774421
388,whitefish,48.4111,-114.3376,6.17,74,100,5.14,US,1699774421
389,katabu,-4.9333,122.5167,33.14,44,28,1.88,ID,1699774422
390,vila franca do campo,37.7167,-25.4333,20.23,99,100,6.23,PT,1699774422
391,summerside,46.3959,-63.7876,2.19,75,61,3.09,CA,1699774423
392,vilyuysk,63.7553,121.6247,-8.89,90,55,4.47,RU,1699774423
393,perry,37.2506,-83.1999,6.4,74,90,1.38,US,1699774423
394,oroqen zizhiqi,50.5667,123.7167,-3.21,43,46,3.88,CN,1699774425
395,tofol,5.3248,163.0078,28.88,74,100,6.69,FM,1699774426
396,crucecita,-28.95,-58.9833,26.51,80,78,2.18,AR,1699774426
397,tchintabaraden,15.8969,5.7985,28.43,17,8,5.89,NE,1699774426
398,volda,62.1476,6.0741,3.07,93,1,0.0,NO,1699774426
399,kudymkar,59.0173,54.656,1.85,68,92,3.25,RU,1699774427
400,emerald,-23.5333,148.1667,32.97,22,13,5.15,AU,1699774427
401,calama,-22.4667,-68.9333,10.27,32,0,4.12,CL,1699774427
402,ylitornio,66.3089,23.6773,-13.86,100,99,1.98,FI,1699774428
403,vernon,50.2581,-119.2691,9.74,40,13,3.6,CA,1699774043
404,haimen,23.1935,116.6142,23.94,74,92,6.98,CN,1699774428
405,port hueneme,34.1478,-119.1951,20.46,34,0,4.12,US,1699774429
406,wusong,30.95,117.7833,9.63,69,99,3.92,CN,1699774143
407,inarajan village,13.2736,144.7484,29.54,89,43,8.34,GU,1699774429
408,nabire,-3.3667,135.4833,30.37,68,38,2.18,ID,1699774430
409,bereznik,62.8551,42.7072,-1.76,86,94,2.89,RU,1699774430
410,nakanojomachi,36.5833,138.85,9.96,62,96,0.85,JP,1699774368
411,egilsstadir,65.2653,-14.3948,-7.05,86,0,1.54,IS,1699774431
412,brisas de zicatela,15.8369,-97.0419,25.83,82,1,2.32,MX,1699774431
413,mugia,43.1041,-9.2179,17.87,94,95,8.54,ES,1699774431
414,la ronge,55.1001,-105.2842,1.14,80,40,5.66,CA,1699774432
415,karratha,-20.7377,116.8463,28.53,42,0,8.9,AU,1699774429
416,jwaneng,-24.6004,24.7303,32.27,19,99,4.62,BW,1699774432
417,ust'-kut,56.7938,105.7672,-5.31,58,30,0.89,RU,1699774433
418,shingu,33.7333,135.9833,14.91,76,92,2.08,JP,1699774205
419,kangding,30.0513,101.9603,9.61,71,100,1.59,CN,1699774270
420,tshabong,-26.05,22.45,29.67,12,14,5.63,BW,1699774436
421,pitimbu,-7.4706,-34.8086,23.33,77,95,5.27,BR,1699774436
422,banda aceh,5.5577,95.3222,28.16,76,100,1.6,ID,1699774353
423,kill devil hills,36.0307,-75.676,14.43,74,100,7.2,US,1699774436
424,moss,59.434,10.6577,3.09,93,100,4.63,NO,1699774437
425,camalu,30.85,-116.0667,16.16,38,0,1.33,MX,1699774437
426,uribia,11.7139,-72.266,27.52,83,100,6.97,CO,1699774437
427,pakse,15.1167,105.7833,35.08,52,20,1.03,LA,1699774437
428,belle fourche,44.6714,-103.8522,10.73,42,100,3.34,US,1699774438
429,thermalito,39.5113,-121.5869,16.98,66,0,0.0,US,1699774438
430,ulety,51.3572,112.4849,-3.51,71,6,2.77,RU,1699774438
431,blackwater,-23.5833,148.8833,32.05,27,63,5.84,AU,1699774438
432,telde,27.9924,-15.4192,21.12,73,40,6.17,ES,1699774439
433,arkhangel'sk,64.5401,40.5433,-3.26,93,86,1.72,RU,1699774439
434,selebi-phikwe,-21.979,27.8498,33.41,16,92,3.01,BW,1699774440
435,graham,47.0529,-122.2943,8.83,90,75,4.12,US,1699774441
436,sitka,57.0531,-135.33,3.94,87,100,3.09,US,1699774441
437,tynda,55.1667,124.7167,-5.11,56,86,5.18,RU,1699774442
438,guerrero negro,27.9769,-114.0611,17.05,51,0,1.24,MX,1699774442
439,ponta delgada,37.7333,-25.6667,20.4,94,40,5.14,PT,1699774195
440,fisterra,42.9049,-9.2629,17.79,94,95,8.35,ES,1699774443
441,bidhuna,26.8022,79.5088,28.0,30,0,2.89,IN,1699774443
442,roma,43.2128,-75.4557,1.57,67,100,1.54,US,1699774047
443,taseyevo,57.2169,94.8978,-5.92,62,100,1.79,RU,1699774444
444,rabo de peixe,37.8,-25.5833,19.73,99,40,5.14,PT,1699774445
445,hengchun,22.0042,120.7439,25.97,74,61,12.01,TW,1699774337
446,saudarkrokur,65.7461,-19.6394,-0.07,60,100,2.87,IS,1699774447
447,suva,-18.1416,178.4415,22.71,100,75,5.14,FJ,1699774447
448,conception bay south,47.4999,-52.9981,2.63,95,100,8.71,CA,1699774203
449,'ain el melh,34.8415,4.1638,14.31,46,99,3.8,DZ,1699774448
450,markaz-e hukumat-e darweshan,31.1323,64.1934,22.95,19,0,2.86,AF,1699774448
451,corona de tucson,31.9654,-110.7756,17.29,49,0,4.89,US,1699774448
452,hermeskeil,49.65,6.95,3.81,93,100,1.03,DE,1699774450
453,buka,40.8108,69.1986,14.66,46,2,1.76,UZ,1699774451
454,revda,56.801,59.9303,3.24,82,39,3.03,RU,1699774206
455,saynshand,44.8824,110.1163,-5.19,58,0,2.6,MN,1699774453
456,bechar,31.6167,-2.2167,13.18,47,0,0.0,DZ,1699774453
457,margate,51.3813,1.3862,8.83,87,100,1.79,GB,1699774453
458,koniecpol,50.7747,19.689,5.73,84,100,5.25,PL,1699774454
459,ibiza,38.9088,1.433,20.12,68,0,7.72,ES,1699774159
460,tonkino,57.3726,46.4629,3.44,80,100,3.91,RU,1699774454
461,votkinsk,57.0486,53.9872,0.98,70,99,3.19,RU,1699774454
462,burang,30.25,81.1667,4.64,31,0,2.01,CN,1699774455
463,severnoye,56.3491,78.3619,1.1,98,100,4.47,RU,1699774455
464,amungan,15.3652,119.9582,29.76,72,63,2.82,PH,1699774171
465,masterton,-40.9597,175.6575,13.82,92,12,2.13,NZ,1699774455
466,lusaka,-15.4067,28.2871,30.35,29,96,2.72,ZM,1699774407
467,baihe,22.15,107.2333,20.32,88,100,3.69,CN,1699774455
468,korla,41.7597,86.1469,8.56,46,100,2.01,CN,1699774456
469,clinton,42.587,-82.9199,2.38,87,12,1.47,US,1699774456
470,clarion,41.2148,-79.3853,-0.27,93,94,1.59,US,1699774456
471,edremit,39.5961,27.0244,18.6,88,75,2.06,TR,1699774457
472,sapatgram,26.3334,90.109,28.42,48,0,1.81,IN,1699774457
473,kulhudhuffushi,6.6221,73.07,26.57,82,100,3.55,MV,1699774458
474,hasaki,35.7333,140.8333,12.38,78,100,1.46,JP,1699774259
475,nema,57.5067,50.5011,2.45,81,100,3.21,RU,1699774458
476,sechura,-5.5569,-80.8222,20.18,78,27,4.77,PE,1699774458
477,swift current,50.2834,-107.8014,5.45,65,0,12.35,CA,1699774459
478,isla mujeres,21.2311,-86.731,27.03,84,98,5.39,MX,1699774459
479,yuzhno-kurilsk,44.0306,145.8556,2.43,80,26,2.81,RU,1699774460
480,sao miguel do tapuio,-5.5036,-41.3233,22.43,62,31,2.39,BR,1699774460
481,midvagur,62.0511,-7.1939,2.46,80,100,0.51,FO,1699774462
482,brooks,50.5834,-111.8851,0.99,64,54,2.57,CA,1699774463
483,nantucket,41.2835,-70.0995,5.64,70,0,4.12,US,1699774464
484,inirida,3.8653,-67.9239,23.17,98,99,1.0,CO,1699774464
485,bei'an,24.5399,109.533,12.97,77,100,6.11,CN,1699774465
486,solleftea,63.1667,17.2667,-1.08,95,100,3.77,SE,1699774466
487,pimenta bueno,-11.6725,-61.1936,24.02,78,100,1.21,BR,1699774467
488,tvoroyri,61.5556,-6.8111,6.67,66,100,8.01,FO,1699774468
489,vadso,70.0744,29.7487,-5.91,86,75,3.6,NO,1699774469
490,cesvaine,56.9667,26.3167,3.9,96,100,2.84,LV,1699774470
491,dongola,19.1667,30.4833,33.84,18,96,1.28,SD,1699774470
492,lospalos,-8.5186,127.0025,27.4,57,11,4.15,TL,1699774471
493,palikir - national government center,6.9248,158.1611,29.41,74,100,0.0,FM,1699774472
494,batang,-6.4846,110.7083,30.75,64,92,4.92,ID,1699774473
495,ugoofaaru,5.6667,73.0,28.15,72,100,1.79,MV,1699774474
496,kailua-kona,19.6406,-155.9956,23.98,93,40,2.57,US,1699774474
497,meulaboh,4.1363,96.1285,27.43,82,100,2.24,ID,1699774474
498,lockwood,45.8191,-108.4149,11.94,32,40,7.2,US,1699774475
499,sittwe,20.15,92.9,28.14,62,53,3.78,MM,1699774475
500,igarka,67.4667,86.5833,-2.16,97,100,8.04,RU,1699774476
501,alta,69.9689,23.2717,-6.41,73,23,6.17,NO,1699774476
502,nouadhibou,20.931,-17.0347,21.68,56,63,4.02,MR,1699774382
503,tianshui,34.5439,105.6897,6.67,26,100,2.49,CN,1699774477
504,deqen,29.9618,90.7188,4.17,36,89,2.71,CN,1699774477
505,whangarei,-35.7317,174.3239,10.66,81,2,1.64,NZ,1699774478
506,nemuro,43.3236,145.575,4.96,48,8,6.04,JP,1699774431
507,cambria,35.5641,-121.0808,16.66,57,7,0.89,US,1699774478
508,cold springs,39.6802,-119.9766,8.74,54,100,2.1,US,1699774479
509,sabang,5.8933,95.3214,27.8,72,100,0.74,ID,1699774479
510,karasburg,-28.0167,18.75,21.14,16,0,3.68,NA,1699774259
511,kavaratti,10.5669,72.642,28.64,71,100,0.64,IN,1699774480
512,juneau,58.3019,-134.4197,3.0,97,75,3.6,US,1699774480
513,dali,25.7,100.1833,20.53,40,4,2.94,CN,1699774418
514,merrill,45.1805,-89.6835,3.71,95,100,4.75,US,1699774483
515,miranda,3.2499,-76.2281,20.07,90,97,1.75,CO,1699774483
516,ha long,20.9511,107.08,24.77,73,78,6.42,VN,1699774484
517,mahdia,35.5047,11.0622,19.97,42,15,4.19,TN,1699774484
518,khobar,26.2794,50.2083,30.1,54,20,3.09,SA,1699774485
519,richards bay,-28.783,32.0377,23.05,77,52,6.11,ZA,1699774485
520,verkhnevilyuysk,63.4453,120.3167,-10.58,90,36,3.71,RU,1699774487
521,zhob,31.3411,69.4481,20.18,10,0,1.93,PK,1699774490
522,isangel,-19.55,169.2667,22.81,75,82,8.77,VU,1699774491
523,khovd,48.0056,91.6419,-3.32,83,76,1.35,MN,1699774492
524,timimoun,29.2639,0.231,15.21,47,0,2.06,DZ,1699774493
525,beyneu,45.3167,55.2,9.61,48,51,3.56,KZ,1699774493
526,amasra,41.7463,32.3863,15.03,82,100,4.69,TR,1699774494
527,kirensk,57.7853,108.1119,-5.58,59,65,2.24,RU,1699774495
528,tanjung pandan,-2.75,107.65,28.72,73,100,1.3,ID,1699774325
529,mainit,9.535,125.5231,29.42,69,44,4.58,PH,1699774495
530,cidade velha,14.9167,-23.6167,22.26,88,22,2.57,CV,1699774497
531,plettenberg bay,-34.0527,23.3716,18.35,59,29,5.0,ZA,1699774497
532,patacamaya,-17.2333,-67.9167,9.87,69,90,0.87,BO,1699774498
533,woodward,36.4337,-99.3904,7.57,87,0,4.63,US,1699774498
534,kolonia,50.9333,6.95,5.46,93,0,0.51,DE,1699774498
535,kostrzyn nad odra,52.5871,14.6495,5.9,87,100,3.27,PL,1699774499
536,paita,-5.0892,-81.1144,19.65,85,23,4.45,PE,1699774499
537,takoradi,4.8845,-1.7554,26.96,83,95,2.04,GH,1699774442
538,rohru,31.2167,77.75,19.69,32,5,1.76,IN,1699774500
539,kiunga,-6.1219,141.2906,28.86,64,26,1.63,PG,1699774500
540,curup,-3.4667,102.5333,24.51,91,84,1.18,ID,1699774501
541,cinisi,38.1562,13.1073,20.34,75,40,5.66,IT,1699774502
542,beroroha,-21.6667,45.1667,36.15,24,0,1.74,MG,1699774502
543,lan sak,15.4529,99.5761,29.34,74,100,1.0,TH,1699774503
544,ha'il,27.5219,41.6907,24.01,31,0,4.12,SA,1699774265
545,chabahar,25.2919,60.643,27.95,36,80,1.19,IR,1699774504
546,revelstoke,50.9832,-118.2023,4.01,93,100,3.6,CA,1699774504
547,valle hermoso,25.6667,-97.8333,15.92,89,100,4.94,MX,1699774504
548,peniche,39.3558,-9.3811,19.05,95,100,5.17,PT,1699774505
549,loanda,-8.8368,13.2343,27.0,78,75,1.54,AO,1699774414
550,dunedin,-45.8742,170.5036,14.77,68,53,2.73,NZ,1699774505
551,maibong,25.3,93.1667,28.23,45,0,1.64,IN,1699774505
552,fria,10.4167,-13.5833,23.45,93,82,0.34,GN,1699774506
553,yanchep,-31.55,115.6833,19.07,41,47,6.16,AU,1699774506
554,ouesso,1.6136,16.0517,22.12,98,100,0.74,CG,1699774506
555,mandan,46.8267,-100.8896,1.87,85,0,7.2,US,1699774506
